estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-02-23 07:00:00,1,56.0,0.0,13.0,,324.0
Anzaldo,2026-02-23 07:00:00,4,57.0,0.0,16.0,,50.0
Anzaldo,2026-02-23 07:00:00,7,84.0,1.6,20.0,,132.0
Anzaldo,2026-02-23 07:00:00,10,84.0,1.3,20.0,,191.0
Anzaldo,2026-02-23 07:00:00,13,89.0,1.4,15.0,,249.0
Anzaldo,2026-02-23 07:00:00,16,89.0,1.4,13.0,,302.0
Anzaldo,2026-02-23 07:00:00,19,55.0,0.0,11.0,,346.0
Anzaldo,2026-02-23 07:00:00,22,55.0,0.0,11.0,,249.0
Anzaldo,2026-02-23 07:00:00,25,56.0,0.0,13.0,,291.0
Anzaldo,2026-02-23 07:00:00,28,56.0,0.0,14.0,,205.0
Anzaldo,2026-02-23 07:00:00,31,85.0,1.0,19.0,,128.0
Anzaldo,2026-02-23 07:00:00,34,85.0,1.0,19.0,,121.0
Anzaldo,2026-02-23 07:00:00,37,89.0,2.0,14.0,,113.0
Anzaldo,2026-02-23 07:00:00,40,89.0,2.0,14.0,,125.0
Anzaldo,2026-02-23 07:00:00,43,85.0,3.6,11.0,,134.0
Anzaldo,2026-02-23 07:00:00,46,85.0,2.1,11.0,,131.0
Anzaldo,2026-02-23 07:00:00,49,84.0,3.7,13.0,,111.0
Anzaldo,2026-02-23 07:00:00,52,83.0,2.9,14.0,,120.0
Anzaldo,2026-02-23 07:00:00,55,84.0,3.7,18.0,,120.0
Anzaldo,2026-02-23 07:00:00,58,84.0,3.8,18.0,,120.0
Anzaldo,2026-02-23 07:00:00,61,56.0,0.0,13.0,,118.0
Anzaldo,2026-02-23 07:00:00,64,56.0,0.0,12.0,,103.0
Anzaldo,2026-02-23 07:00:00,67,56.0,0.0,10.0,,86.0
Anzaldo,2026-02-23 07:00:00,70,56.0,0.0,10.0,,46.0
Anzaldo,2026-02-23 07:00:00,73,57.0,0.0,12.0,,314.0
Anzaldo,2026-02-23 07:00:00,76,57.0,0.0,13.0,,34.0
Anzaldo,2026-02-23 07:00:00,79,56.0,0.0,20.0,,108.0
Anzaldo,2026-02-23 07:00:00,82,56.0,0.0,19.0,,100.0
Anzaldo,2026-02-23 07:00:00,85,56.0,0.0,11.0,,90.0
Anzaldo,2026-02-23 07:00:00,88,56.0,0.0,11.0,,71.0
Anzaldo,2026-02-23 07:00:00,91,56.0,0.0,10.0,,51.0
Anzaldo,2026-02-23 09:00:00,92,83.0,0.1,11.0,,117.0
Anzaldo,2026-02-23 09:00:00,95,82.0,0.2,11.0,,190.0
Anzaldo,2026-02-23 09:00:00,98,70.0,0.4,14.0,,166.0
Anzaldo,2026-02-23 09:00:00,101,57.0,0.6,17.0,,131.0
Anzaldo,2026-02-23 09:00:00,104,69.0,0.8,15.0,,113.0
Anzaldo,2026-02-23 09:00:00,107,81.0,1.0,12.0,,92.0
