fecha,estacion,viento_direccion,viento_velocidad,temperatura,humedad_relativa,precipitacion
2022-09-01 00:00:00,Aeropueto Copacabana_M (GPRS),16.0,0.66,4.73,89.2,0.0
2022-09-01 00:00:00,Aguadas (GPRS),,,-0.28,75.73,0.0
2022-09-01 00:00:00,Aiquile (GPRS),1.0,1.09,10.92,58.73,0.0
2022-09-01 00:00:00,Aroma (GPRS),5.0,0.0,2.17,28.97,0.0
2022-09-01 00:00:00,Chua Cocani_M (GPRS),16.0,0.47,4.27,88.6,0.0
2022-09-01 00:00:00,Cochabamba,11.0,3.0,15.0,58.4,
2022-09-01 00:00:00,Cota Cota Baja_M (GPRS),16.0,2.59,2.57,91.7,0.0
2022-09-01 00:00:00,Cotagaita (GPRS),5.0,1.06,13.67,15.83,0.0
2022-09-01 00:00:00,Cuatro CaÃ±adas - CEA-2 (GPRS),16.0,3.9,20.81,70.97,0.0
2022-09-01 00:00:00,Desaguadero_M,16.0,1.62,2.0,69.95,0.0
2022-09-01 00:00:00,El Alto,3.0,8.0,6.0,69.8,
2022-09-01 00:00:00,El Tranque (GPRS),1.0,0.0,10.42,42.31,0.0
2022-09-01 00:00:00,Escoma (GPRS),,,,,0.0
2022-09-01 00:00:00,Huacata_M (GPRS),16.0,5.24,13.08,17.36,0.0
2022-09-01 00:00:00,Huancane Corapata_M (GPRS),16.0,0.93,4.06,88.4,0.0
2022-09-01 00:00:00,Huarisuyo (GPRS),16.0,3.18,2.41,96.1,0.0
2022-09-01 00:00:00,Incahuasi (GPRS),3.0,0.39,6.18,62.29,0.0
2022-09-01 00:00:00,Isla Suriqui_M (GPRS),16.0,1.23,5.92,84.1,0.0
2022-09-01 00:00:00,JesÃºs de Machaca_M (GPRS),16.0,2.79,-1.89,67.14,0.0
2022-09-01 00:00:00,Linkupata_M (GPRS),16.0,0.51,6.14,52.5,0.0
2022-09-01 00:00:00,Mairana_M (GPRS),1.0,6.47,20.31,42.87,0.0
2022-09-01 00:00:00,Mizque - SDC (GPRS),11.0,1.12,7.69,79.18,0.0
2022-09-01 00:00:00,PampasAzurduy_EM (SAT),13.0,0.96,3.47,87.8,0.0
2022-09-01 00:00:00,Parotani - Sipe Sipe (GPRS),1.0,3.94,15.88,41.99,0.0
2022-09-01 00:00:00,Pojo - SDC (GPRS),12.0,2.31,15.06,53.97,0.0
2022-09-01 00:00:00,Potolo_M (GPRS),7.0,1.7,0.0,0.0,0.0
2022-09-01 00:00:00,Presa Calderas_M (GPRS),12.0,2.22,10.0,60.1,0.0
2022-09-01 00:00:00,Presa El Peral_M (GPRS),4.0,1.08,8.67,71.37,0.0
2022-09-01 00:00:00,Presa Misicuni (GPRS),11.0,0.27,4.29,75.29,0.0
2022-09-01 00:00:00,Presa Yana Khakha_M (GPRS),10.0,2.5,13.95,14.11,0.0
2022-09-01 00:00:00,Puente Abra_H- SDC (GPRS),,,,,0.0
2022-09-01 00:00:00,Puente Cajon_H- SDC (GPRS),,,,,0.0
2022-09-01 00:00:00,Puente ChiÃ±ata_H- SDC (GPRS),,,,,0.0
2022-09-01 00:00:00,Putucuni Calientes (GPRS),,,3.24,57.27,0.0
2022-09-01 00:00:00,Quila Quila_M (GPRS),6.0,1.27,9.11,51.83,0.0
2022-09-01 00:00:00,Ravelo_M (GPRS),13.0,3.59,11.82,19.78,0.0
2022-09-01 00:00:00,Sacacani_M (GPRS),16.0,0.98,1.93,88.0,0.0
2022-09-01 00:00:00,San Andres de Machaca_M (GPRS),16.0,4.98,2.85,49.74,0.0
2022-09-01 00:00:00,San Jacinto_M (GPRS),5.0,0.39,5.66,76.72,0.0
2022-09-01 00:00:00,San Julian - Comunidad Los Angeles (GPRS),16.0,1.1,21.07,65.82,0.0
2022-09-01 00:00:00,San Julian - Nucleo 32 (GPRS),16.0,1.93,20.8,69.25,0.0
2022-09-01 00:00:00,San Pedro - RÃ­o Victoria (GPRS),15.0,1.4,16.99,88.2,0.0
2022-09-01 00:00:00,San Pedro - San Antonio (GPRS),16.0,2.03,20.97,71.52,0.0
2022-09-01 00:00:00,San Pedro de Buena Vista (GPRS),0.0,0.0,15.22,24.03,0.0
2022-09-01 00:00:00,San Pedro de Tiquina_M (GPRS),16.0,0.91,7.22,67.62,0.0
2022-09-01 00:00:00,San Roque - El Alto (GPRS),16.0,1.83,3.74,89.0,0.0
2022-09-01 00:00:00,Sunjani (GPRS),,,2.29,64.44,0.0
2022-09-01 00:00:00,Tacagua_M (GPRS),2.0,4.21,1.03,39.2,0.0
2022-09-01 00:00:00,Templo (GPRS),,,3.58,52.66,0.0
2022-09-01 00:00:00,Temporal - SDC (GPRS),1.0,1.67,12.33,42.56,0.0
2022-09-01 00:00:00,Tiahuanaco_M (GPRS),16.0,1.8,2.46,89.9,0.0
2022-09-01 00:00:00,Tiraque_M (GPRS),16.0,1.04,5.51,55.55,0.0
2022-09-01 00:00:00,Toledo (GPRS),2.0,9.96,4.22,35.43,0.0
2022-09-01 00:00:00,Viacha_M (GPRS),16.0,1.89,1.74,86.0,0.0
2022-09-01 00:00:00,Vila Vila - SDC (GPRS),5.0,1.28,11.21,56.04,0.0
2022-09-01 00:00:00,Villa Charcas (GPRS),13.0,6.61,13.49,18.59,0.0
2022-09-01 00:00:00,Villa Serrano (GPRS),16.0,0.0,9.2,84.0,0.0
2022-09-01 00:00:00,Viru Viru,15.0,7.0,21.0,72.5,
2022-09-01 00:00:00,Viscachas Chirage (GPRS),,,4.01,65.19,0.0
2022-09-01 00:00:00,Vivero Chimboco - SDC (GPRS),4.0,0.11,10.28,57.4,0.0
2022-09-01 00:00:00,Vivero Viloma - SDC (GPRS),14.0,1.09,16.18,32.39,0.0
2022-09-01 00:00:00,Wila Cala (GPRS),13.0,2.8,0.0,99.81,0.0
2022-09-01 00:05:00,Presa Misicuni (GPRS),8.0,1.53,4.14,76.72,0.0
2022-09-01 00:10:00,Aguadas (GPRS),,,0.1,76.04,0.0
2022-09-01 00:10:00,Presa Misicuni (GPRS),9.0,2.63,3.64,75.63,0.0
2022-09-01 00:10:00,Putucuni Calientes (GPRS),,,3.69,57.01,0.0
2022-09-01 00:10:00,Sunjani (GPRS),,,2.43,64.2,0.0
2022-09-01 00:10:00,Templo (GPRS),,,3.59,52.77,0.0
2022-09-01 00:10:00,Viscachas Chirage (GPRS),,,4.89,61.36,0.0
2022-09-01 00:15:00,Aeropueto Copacabana_M (GPRS),16.0,2.54,4.78,85.3,0.0
2022-09-01 00:15:00,Aiquile (GPRS),,,,,0.0
2022-09-01 00:15:00,Aroma (GPRS),5.0,0.0,1.56,30.69,0.0
2022-09-01 00:15:00,Chua Cocani_M (GPRS),16.0,0.63,5.13,84.7,0.0
2022-09-01 00:15:00,Cota Cota Baja_M (GPRS),16.0,3.14,2.17,90.8,0.0
2022-09-01 00:15:00,Cotagaita (GPRS),1.0,0.3,11.96,16.64,0.0
2022-09-01 00:15:00,Cuatro CaÃ±adas - CEA-2 (GPRS),16.0,3.22,20.88,70.19,0.0
2022-09-01 00:15:00,Desaguadero_M,16.0,1.3,1.91,70.68,0.0
2022-09-01 00:15:00,El Tranque (GPRS),2.0,0.0,11.43,30.37,0.0
2022-09-01 00:15:00,Escoma (GPRS),,,,,0.0
2022-09-01 00:15:00,Huacata_M (GPRS),14.0,4.07,13.05,16.42,0.0
2022-09-01 00:15:00,Huancane Corapata_M (GPRS),16.0,3.22,3.54,90.8,0.0
2022-09-01 00:15:00,Huarisuyo (GPRS),1.0,3.45,2.63,95.2,0.0
2022-09-01 00:15:00,Incahuasi (GPRS),12.0,0.39,4.85,64.37,0.0
2022-09-01 00:15:00,Isla Suriqui_M (GPRS),16.0,0.95,5.58,85.4,0.0
2022-09-01 00:15:00,JesÃºs de Machaca_M (GPRS),16.0,3.53,-3.71,78.85,0.0
2022-09-01 00:15:00,Linkupata_M (GPRS),16.0,1.74,5.86,52.82,0.0
2022-09-01 00:15:00,Mairana_M (GPRS),16.0,1.94,20.5,42.26,0.0
2022-09-01 00:15:00,Mizque - SDC (GPRS),10.0,0.35,7.83,82.5,0.0
2022-09-01 00:15:00,PampasAzurduy_EM (SAT),12.0,1.12,3.18,89.3,0.0
2022-09-01 00:15:00,Parotani - Sipe Sipe (GPRS),16.0,2.81,15.68,41.74,0.0
2022-09-01 00:15:00,Pojo - SDC (GPRS),4.0,0.33,14.95,54.02,0.0
2022-09-01 00:15:00,Potolo_M (GPRS),2.0,0.22,0.0,0.0,0.0
2022-09-01 00:15:00,Presa Calderas_M (GPRS),11.0,3.06,10.0,59.71,0.0
2022-09-01 00:15:00,Presa El Peral_M (GPRS),6.0,1.61,8.4,71.88,0.0
2022-09-01 00:15:00,Presa Misicuni (GPRS),7.0,2.54,3.81,75.85,0.0
2022-09-01 00:15:00,Presa Yana Khakha_M (GPRS),12.0,1.76,13.54,14.32,0.0
2022-09-01 00:15:00,Puente Abra_H- SDC (GPRS),,,,,0.0
2022-09-01 00:15:00,Puente Cajon_H- SDC (GPRS),,,,,0.0
2022-09-01 00:15:00,Puente ChiÃ±ata_H- SDC (GPRS),,,,,0.0
2022-09-01 00:15:00,Quila Quila_M (GPRS),10.0,2.16,9.18,48.97,0.0
2022-09-01 00:15:00,Ravelo_M (GPRS),13.0,2.51,12.08,19.0,0.0
2022-09-01 00:15:00,Sacacani_M (GPRS),16.0,0.59,0.9,87.7,0.0
2022-09-01 00:15:00,San Andres de Machaca_M (GPRS),16.0,3.47,2.86,54.83,0.0
2022-09-01 00:15:00,San Jacinto_M (GPRS),11.0,0.08,5.97,82.9,0.0
2022-09-01 00:15:00,San Julian - Comunidad Los Angeles (GPRS),15.0,0.9,20.94,66.41,0.0
2022-09-01 00:15:00,San Julian - Nucleo 32 (GPRS),1.0,1.88,21.02,68.86,0.0
2022-09-01 00:15:00,San Pedro - RÃ­o Victoria (GPRS),15.0,0.71,17.23,87.8,0.0
2022-09-01 00:15:00,San Pedro - San Antonio (GPRS),1.0,1.56,20.75,71.66,0.0
2022-09-01 00:15:00,San Pedro de Buena Vista (GPRS),0.0,0.0,14.86,27.67,0.0
2022-09-01 00:15:00,San Pedro de Tiquina_M (GPRS),16.0,0.77,6.44,75.38,0.0
2022-09-01 00:15:00,San Roque - El Alto (GPRS),16.0,3.45,3.78,85.6,0.0
2022-09-01 00:15:00,Tacagua_M (GPRS),2.0,4.31,1.59,40.64,0.0
2022-09-01 00:15:00,Temporal - SDC (GPRS),2.0,2.55,11.49,37.82,0.0
2022-09-01 00:15:00,Tiahuanaco_M (GPRS),16.0,2.58,1.8,93.6,0.0
2022-09-01 00:15:00,Tiraque_M (GPRS),1.0,0.68,7.05,46.78,0.0
2022-09-01 00:15:00,Toledo (GPRS),1.0,8.75,3.49,36.51,0.0
2022-09-01 00:15:00,Viacha_M (GPRS),16.0,1.96,1.09,91.0,0.0
2022-09-01 00:15:00,Vila Vila - SDC (GPRS),6.0,2.16,10.88,57.54,0.0
2022-09-01 00:15:00,Villa Charcas (GPRS),12.0,6.41,13.0,19.11,0.0
2022-09-01 00:15:00,Villa Serrano (GPRS),16.0,0.0,8.39,85.6,0.0
2022-09-01 00:15:00,Vivero Chimboco - SDC (GPRS),15.0,0.93,10.21,54.96,0.0
2022-09-01 00:15:00,Vivero Viloma - SDC (GPRS),12.0,1.24,15.86,32.36,0.0
2022-09-01 00:15:00,Wila Cala (GPRS),13.0,2.2,0.0,99.81,0.0
2022-09-01 00:20:00,Aguadas (GPRS),,,-0.14,76.2,0.0
2022-09-01 00:20:00,Presa Misicuni (GPRS),7.0,1.46,3.86,75.22,0.0
2022-09-01 00:20:00,Putucuni Calientes (GPRS),,,3.71,56.98,0.0
2022-09-01 00:20:00,Sunjani (GPRS),,,1.49,66.98,0.0
2022-09-01 00:20:00,Templo (GPRS),,,3.66,52.67,0.0
2022-09-01 00:20:00,Viscachas Chirage (GPRS),,,5.54,59.28,0.0
2022-09-01 00:25:00,Presa Misicuni (GPRS),7.0,0.94,3.77,73.7,0.0
2022-09-01 00:30:00,Aeropueto Copacabana_M (GPRS),16.0,2.67,5.17,84.4,0.0
2022-09-01 00:30:00,Aguadas (GPRS),,,-0.11,75.77,0.0
2022-09-01 00:30:00,Aiquile (GPRS),,,,,0.0
2022-09-01 00:30:00,Aroma (GPRS),5.0,0.0,0.55,32.05,0.0
2022-09-01 00:30:00,Chua Cocani_M (GPRS),16.0,1.19,4.98,85.6,0.0
2022-09-01 00:30:00,Cota Cota Baja_M (GPRS),16.0,3.08,2.42,92.5,0.0
2022-09-01 00:30:00,Cotagaita (GPRS),16.0,0.85,11.11,19.55,0.0
2022-09-01 00:30:00,Cuatro CaÃ±adas - CEA-2 (GPRS),16.0,3.95,20.74,70.71,0.0
2022-09-01 00:30:00,Desaguadero_M,16.0,0.86,1.93,69.29,0.0
2022-09-01 00:30:00,El Tranque (GPRS),3.0,0.0,11.79,27.56,0.0
2022-09-01 00:30:00,Escoma (GPRS),,,,,0.2
2022-09-01 00:30:00,Huacata_M (GPRS),15.0,5.22,13.77,15.24,0.0
2022-09-01 00:30:00,Huancane Corapata_M (GPRS),16.0,1.46,3.29,92.1,0.0
2022-09-01 00:30:00,Huarisuyo (GPRS),6.0,0.54,2.9,95.8,0.0
2022-09-01 00:30:00,Incahuasi (GPRS),1.0,0.39,4.32,66.14,0.0
2022-09-01 00:30:00,Isla Suriqui_M (GPRS),16.0,1.19,5.65,87.1,0.0
2022-09-01 00:30:00,JesÃºs de Machaca_M (GPRS),16.0,3.89,-3.45,76.84,0.0
2022-09-01 00:30:00,Linkupata_M (GPRS),10.0,0.21,5.93,53.21,0.0
2022-09-01 00:30:00,Mairana_M (GPRS),16.0,9.02,20.31,42.48,0.0
2022-09-01 00:30:00,Mizque - SDC (GPRS),14.0,1.27,7.96,83.8,0.0
2022-09-01 00:30:00,PampasAzurduy_EM (SAT),9.0,0.8,3.09,87.7,0.0
2022-09-01 00:30:00,Parotani - Sipe Sipe (GPRS),15.0,2.8,15.03,36.97,0.0
2022-09-01 00:30:00,Pojo - SDC (GPRS),13.0,1.59,14.37,55.97,0.0
2022-09-01 00:30:00,Potolo_M (GPRS),11.0,3.45,0.0,0.0,0.0
2022-09-01 00:30:00,Presa Calderas_M (GPRS),12.0,2.56,9.87,60.62,0.0
2022-09-01 00:30:00,Presa El Peral_M (GPRS),5.0,1.28,8.82,72.1,0.0
2022-09-01 00:30:00,Presa Misicuni (GPRS),9.0,1.37,3.68,73.53,0.0
2022-09-01 00:30:00,Presa Yana Khakha_M (GPRS),11.0,2.16,13.61,14.51,0.0
2022-09-01 00:30:00,Puente Abra_H- SDC (GPRS),,,,,0.0
2022-09-01 00:30:00,Puente Cajon_H- SDC (GPRS),,,,,0.0
2022-09-01 00:30:00,Puente ChiÃ±ata_H- SDC (GPRS),,,,,0.0
2022-09-01 00:30:00,Putucuni Calientes (GPRS),,,3.73,58.02,0.0
2022-09-01 00:30:00,Quila Quila_M (GPRS),9.0,1.31,8.65,43.28,0.0
2022-09-01 00:30:00,Ravelo_M (GPRS),12.0,3.29,11.82,19.0,0.0
2022-09-01 00:30:00,Sacacani_M (GPRS),16.0,1.12,0.05,90.1,0.0
2022-09-01 00:30:00,San Andres de Machaca_M (GPRS),16.0,3.51,3.44,59.65,0.0
2022-09-01 00:30:00,San Jacinto_M (GPRS),1.0,0.28,5.78,83.5,0.0
2022-09-01 00:30:00,San Julian - Comunidad Los Angeles (GPRS),0.0,1.64,20.94,66.6,0.0
2022-09-01 00:30:00,San Julian - Nucleo 32 (GPRS),14.0,0.81,20.57,70.43,0.0
2022-09-01 00:30:00,San Pedro - RÃ­o Victoria (GPRS),16.0,0.64,17.01,87.8,0.0
2022-09-01 00:30:00,San Pedro - San Antonio (GPRS),2.0,3.55,20.16,73.99,0.0
2022-09-01 00:30:00,San Pedro de Buena Vista (GPRS),0.0,0.0,15.26,27.24,0.0
2022-09-01 00:30:00,San Pedro de Tiquina_M (GPRS),16.0,0.75,6.17,78.18,0.0
2022-09-01 00:30:00,San Roque - El Alto (GPRS),16.0,2.1,3.85,85.3,0.0
2022-09-01 00:30:00,Sunjani (GPRS),,,1.35,67.14,0.0
2022-09-01 00:30:00,Tacagua_M (GPRS),2.0,3.6,2.23,36.85,0.0
2022-09-01 00:30:00,Templo (GPRS),,,3.38,52.02,0.0
2022-09-01 00:30:00,Temporal - SDC (GPRS),3.0,1.93,12.16,35.64,0.0
2022-09-01 00:30:00,Tiahuanaco_M (GPRS),16.0,2.46,0.95,93.8,0.0
2022-09-01 00:30:00,Tiraque_M (GPRS),16.0,1.94,6.78,48.54,0.0
2022-09-01 00:30:00,Toledo (GPRS),1.0,9.28,2.0,39.61,0.0
2022-09-01 00:30:00,Viacha_M (GPRS),16.0,1.19,1.12,91.6,0.0
2022-09-01 00:30:00,Vila Vila - SDC (GPRS),6.0,1.41,11.2,58.0,0.0
2022-09-01 00:30:00,Villa Charcas (GPRS),12.0,1.94,11.83,24.42,0.0
2022-09-01 00:30:00,Villa Serrano (GPRS),16.0,1.99,8.02,87.5,0.0
2022-09-01 00:30:00,Viscachas Chirage (GPRS),,,5.13,61.46,0.0
2022-09-01 00:30:00,Vivero Chimboco - SDC (GPRS),2.0,0.62,9.64,57.97,0.0
2022-09-01 00:30:00,Vivero Viloma - SDC (GPRS),16.0,0.9,13.48,48.92,0.0
2022-09-01 00:30:00,Wila Cala (GPRS),11.0,3.9,0.0,99.8,0.0
2022-09-01 00:35:00,Presa Misicuni (GPRS),9.0,2.6,3.5,74.81,0.0
2022-09-01 00:40:00,Aguadas (GPRS),,,-0.39,75.24,0.0
2022-09-01 00:40:00,Presa Misicuni (GPRS),8.0,2.15,3.41,78.53,0.0
2022-09-01 00:40:00,Putucuni Calientes (GPRS),,,4.02,57.24,0.0
2022-09-01 00:40:00,Sunjani (GPRS),,,0.98,68.32,0.0
2022-09-01 00:40:00,Templo (GPRS),,,3.76,51.33,0.0
2022-09-01 00:40:00,Viscachas Chirage (GPRS),,,4.62,63.69,0.0
2022-09-01 00:45:00,Aeropueto Copacabana_M (GPRS),16.0,1.81,6.13,80.2,0.0
2022-09-01 00:45:00,Aiquile (GPRS),,,,,0.0
2022-09-01 00:45:00,Aroma (GPRS),5.0,0.0,0.17,30.95,0.0
2022-09-01 00:45:00,Chua Cocani_M (GPRS),16.0,0.78,4.74,85.3,0.0
2022-09-01 00:45:00,Cota Cota Baja_M (GPRS),16.0,2.61,1.78,88.2,0.0
2022-09-01 00:45:00,Cotagaita (GPRS),1.0,0.62,11.33,17.5,0.0
2022-09-01 00:45:00,Cuatro CaÃ±adas - CEA-2 (GPRS),16.0,3.63,20.42,72.14,0.0
2022-09-01 00:45:00,Desaguadero_M,16.0,1.32,1.74,69.49,0.0
2022-09-01 00:45:00,El Tranque (GPRS),3.0,0.0,12.04,22.81,0.0
2022-09-01 00:45:00,Escoma (GPRS),,,,,0.0
2022-09-01 00:45:00,Huacata_M (GPRS),16.0,4.95,14.23,14.66,0.0
