fecha,estacion,viento_direccion,viento_velocidad,temperatura,humedad_relativa,precipitacion
2023-03-01 00:00:00,4 Esquinas (GPRS),,,4.83,87.9,0.0
2023-03-01 00:00:00,Aeropueto Copacabana_M (GPRS),16.0,3.0,6.68,78.11,0.0
2023-03-01 00:00:00,Aguadas (GPRS),,,3.77,89.5,0.0
2023-03-01 00:00:00,Aiquile (GPRS),12.0,0.36,16.08,80.1,0.0
2023-03-01 00:00:00,Alto PeÃ±as (GPRS),16.0,0.72,2.61,97.9,0.0
2023-03-01 00:00:00,Aroma (GPRS),6.0,0.0,10.21,55.46,0.0
2023-03-01 00:00:00,Chua Cocani_M (GPRS),16.0,1.02,6.37,78.6,0.0
2023-03-01 00:00:00,Cochabamba,6.0,3.0,17.0,62.9,
2023-03-01 00:00:00,Cota Cota Baja_M (GPRS),16.0,4.19,4.06,89.1,0.0
2023-03-01 00:00:00,Cotagaita (GPRS),8.0,0.69,10.03,80.9,0.0
2023-03-01 00:00:00,Cuatro CaÃ±adas - CEA-2 (GPRS),15.0,3.16,24.45,95.2,0.0
2023-03-01 00:00:00,Cuatro CaÃ±adas - Colonia Chihuahua (GPRS),16.0,0.55,24.54,92.2,0.0
2023-03-01 00:00:00,Desaguadero_M,16.0,3.57,9.38,76.23,0.0
2023-03-01 00:00:00,El Alto,4.0,4.0,4.0,92.6,
2023-03-01 00:00:00,El Tranque (GPRS),13.0,0.0,12.85,95.8,0.0
2023-03-01 00:00:00,Huacata_M (GPRS),3.0,0.93,12.9,95.6,0.0
2023-03-01 00:00:00,Huancane Corapata_M (GPRS),16.0,2.65,3.32,85.3,0.0
2023-03-01 00:00:00,Huarisuyo (GPRS),2.0,1.7,0.67,98.7,0.0
2023-03-01 00:00:00,Isla Suriqui_M (GPRS),16.0,2.52,7.81,82.2,0.0
2023-03-01 00:00:00,Ivirgarzama-Senda VI (GPRS),16.0,0.21,24.04,69.63,0.0
2023-03-01 00:00:00,JesÃºs de Machaca_M (GPRS),16.0,2.38,1.79,88.5,0.0
2023-03-01 00:00:00,Linkupata_M (GPRS),2.0,8.97,6.9,78.95,0.0
2023-03-01 00:00:00,Mairana_M (GPRS),3.0,0.86,19.8,90.0,0.0
2023-03-01 00:00:00,Mizque - SDC (GPRS),12.0,0.58,12.22,91.9,0.0
2023-03-01 00:00:00,Pailon - Pozo del Tigre (GPRS),7.0,2.04,25.34,89.6,0.0
2023-03-01 00:00:00,PampasAzurduy_EM (SAT),3.0,0.77,15.67,94.6,0.0
2023-03-01 00:00:00,Parotani - Sipe Sipe (GPRS),14.0,1.53,17.67,58.8,0.0
2023-03-01 00:00:00,Pico de loro_H- SDC (GPRS),,,,,0.0
2023-03-01 00:00:00,Pocona - SDC (GPRS),1.0,5.2,15.53,72.94,0.0
2023-03-01 00:00:00,Pojo - SDC (GPRS),4.0,1.23,17.4,80.8,0.0
2023-03-01 00:00:00,Potolo_M (GPRS),9.0,0.88,0.0,0.0,0.0
2023-03-01 00:00:00,Presa Calderas_M (GPRS),13.0,1.15,15.63,95.3,0.0
2023-03-01 00:00:00,Presa El Peral_M (GPRS),5.0,3.02,14.09,87.0,0.0
2023-03-01 00:00:00,Presa Misicuni (GPRS),12.0,1.72,6.35,89.0,0.0
2023-03-01 00:00:00,Presa Yana Khakha_M (GPRS),4.0,0.63,12.38,90.9,0.0
2023-03-01 00:00:00,Puente Cajon_H- SDC (GPRS),,,,,0.0
2023-03-01 00:00:00,Puente ChiÃ±ata_H- SDC (GPRS),,,,,0.0
2023-03-01 00:00:00,Puerto Villarroel (GPRS),16.0,0.25,24.38,92.5,0.1
2023-03-01 00:00:00,Putucuni Calientes (GPRS),,,3.07,85.8,0.0
2023-03-01 00:00:00,Quila Quila_M (GPRS),16.0,0.83,12.48,82.9,0.0
2023-03-01 00:00:00,Sacacani_M (GPRS),16.0,4.12,3.61,91.4,0.0
2023-03-01 00:00:00,San Andres de Machaca_M (GPRS),16.0,2.15,6.31,79.08,0.0
2023-03-01 00:00:00,San Jacinto_M (GPRS),16.0,0.18,17.14,97.5,0.0
2023-03-01 00:00:00,San Julian - Comunidad Los Angeles (GPRS),16.0,0.41,24.1,94.7,0.0
2023-03-01 00:00:00,San Julian - Nucleo 32 (GPRS),15.0,0.58,24.44,97.9,0.0
2023-03-01 00:00:00,San Pedro - RÃ­o Victoria (GPRS),0.0,0.25,24.93,92.6,0.0
2023-03-01 00:00:00,San Pedro - San Antonio (GPRS),0.0,1.49,24.42,94.2,0.0
2023-03-01 00:00:00,San Pedro de Tiquina_M (GPRS),16.0,2.71,7.88,73.69,0.0
2023-03-01 00:00:00,San Roque - El Alto (GPRS),0.0,0.0,3.68,83.0,0.0
