estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vientos
Anzaldo,2025-07-21 06:00:00,2,61.0,0.0,11.0,2.0
Anzaldo,2025-07-21 06:00:00,5,37.0,0.0,14.0,3.0
Anzaldo,2025-07-21 06:00:00,8,14.0,0.0,23.0,3.0
Anzaldo,2025-07-21 06:00:00,11,38.0,0.0,23.0,3.0
Anzaldo,2025-07-21 06:00:00,14,61.0,0.0,13.0,3.0
Anzaldo,2025-07-21 06:00:00,17,67.0,0.0,12.0,2.0
Anzaldo,2025-07-21 06:00:00,20,73.0,0.0,7.0,1.0
Anzaldo,2025-07-21 06:00:00,23,73.0,0.0,7.0,1.0
Anzaldo,2025-07-21 06:00:00,26,66.0,0.0,13.0,2.0
Anzaldo,2025-07-21 06:00:00,29,47.0,0.0,14.0,2.0
Anzaldo,2025-07-21 06:00:00,32,28.0,0.0,23.0,3.0
Anzaldo,2025-07-21 06:00:00,35,49.0,0.0,23.0,2.0
Anzaldo,2025-07-21 06:00:00,38,70.0,0.0,14.0,2.0
Anzaldo,2025-07-21 06:00:00,41,76.0,0.0,10.0,2.0
Anzaldo,2025-07-21 06:00:00,44,82.0,0.0,7.0,1.0
Anzaldo,2025-07-21 06:00:00,47,77.0,0.0,7.0,1.0
Anzaldo,2025-07-21 06:00:00,50,74.0,0.0,10.0,1.0
Anzaldo,2025-07-21 06:00:00,53,60.0,0.0,14.0,2.0
Anzaldo,2025-07-21 06:00:00,56,45.0,0.0,24.0,3.0
Anzaldo,2025-07-21 06:00:00,59,61.0,0.0,24.0,3.0
Anzaldo,2025-07-21 06:00:00,62,77.0,0.0,13.0,2.0
Anzaldo,2025-07-21 06:00:00,65,80.0,0.0,9.0,3.0
Anzaldo,2025-07-21 06:00:00,68,83.0,0.0,6.0,3.0
Anzaldo,2025-07-21 06:00:00,71,79.0,0.0,7.0,2.0
Anzaldo,2025-07-21 06:00:00,74,74.0,0.0,9.0,3.0
Anzaldo,2025-07-21 06:00:00,77,55.0,0.0,12.0,3.0
Anzaldo,2025-07-21 06:00:00,80,36.0,0.0,22.0,4.0
Anzaldo,2025-07-21 06:00:00,83,52.0,0.0,22.0,3.0
Anzaldo,2025-07-21 06:00:00,86,68.0,0.0,10.0,3.0
Anzaldo,2025-07-21 06:00:00,89,66.0,0.0,7.0,3.0
Anzaldo,2025-07-21 06:00:00,92,64.0,0.0,8.0,4.0
Anzaldo,2025-07-21 10:00:00,10,,,14.0,
Anzaldo,2025-07-21 10:00:00,13,,,10.0,
Anzaldo,2025-07-21 10:00:00,16,,,3.0,
Anzaldo,2025-07-21 10:00:00,19,,,3.0,
Anzaldo,2025-07-21 10:00:00,40,,,4.0,
Anzaldo,2025-07-21 10:00:00,43,,,4.0,
Anzaldo,2025-07-21 10:00:00,46,,,11.0,
Anzaldo,2025-07-21 10:00:00,49,,,15.0,
Anzaldo,2025-07-21 10:00:00,52,,,23.0,
Anzaldo,2025-07-21 10:00:00,55,,,23.0,
Anzaldo,2025-07-21 10:00:00,58,,,14.0,
Anzaldo,2025-07-21 10:00:00,61,,,10.0,
Anzaldo,2025-07-21 10:00:00,64,,,4.0,
Anzaldo,2025-07-21 10:00:00,67,,,4.0,
Anzaldo,2025-07-21 10:00:00,73,,,13.0,
Anzaldo,2025-07-21 10:00:00,76,,,24.0,
Anzaldo,2025-07-21 10:00:00,79,,,24.0,
Anzaldo,2025-07-21 10:00:00,82,,,11.0,
Anzaldo,2025-07-21 10:00:00,85,,,8.0,
Anzaldo,2025-07-21 10:00:00,88,,,3.0,
Anzaldo,2025-07-21 10:00:00,91,53.0,0.0,4.0,3.0
Anzaldo,2025-07-21 10:00:00,94,41.0,0.0,10.0,3.0
Anzaldo,2025-07-21 10:00:00,97,29.0,0.0,14.0,3.0
Anzaldo,2025-07-21 10:00:00,100,17.0,0.0,23.0,4.0
Anzaldo,2025-07-21 10:00:00,103,39.0,0.0,23.0,3.0
Anzaldo,2025-07-21 10:00:00,106,62.0,0.0,14.0,3.0
Anzaldo,2025-07-21 10:00:00,109,66.0,0.0,12.0,3.0
Anzaldo,2025-07-21 10:00:00,112,71.0,0.0,11.0,3.0
Anzaldo,2025-07-22 10:00:00,85,,,11.0,
Anzaldo,2025-07-22 10:00:00,88,,,3.0,
Anzaldo,2025-07-22 10:00:00,91,59.0,0.0,5.0,2.0
Anzaldo,2025-07-22 10:00:00,94,58.0,0.0,10.0,1.0
Anzaldo,2025-07-22 10:00:00,97,49.0,0.0,13.0,3.0
Anzaldo,2025-07-22 10:00:00,100,40.0,0.0,24.0,4.0
Anzaldo,2025-07-22 10:00:00,103,56.0,0.0,24.0,3.0
Anzaldo,2025-07-22 10:00:00,106,72.0,0.0,18.0,2.0
Anzaldo,2025-07-22 10:00:00,109,75.0,0.0,16.0,2.0
Anzaldo,2025-07-22 10:00:00,112,78.0,0.0,14.0,2.0
Anzaldo,2025-07-23 12:00:00,62,,,5.0,
Anzaldo,2025-07-23 12:00:00,86,,,8.0,
Anzaldo,2025-07-23 12:00:00,89,74.0,0.0,7.0,3.0
Anzaldo,2025-07-23 12:00:00,92,70.0,0.0,10.0,4.0
Anzaldo,2025-07-23 12:00:00,95,49.0,0.0,14.0,4.0
Anzaldo,2025-07-23 12:00:00,98,28.0,0.0,24.0,4.0
Anzaldo,2025-07-23 12:00:00,101,47.0,0.0,24.0,3.0
Anzaldo,2025-07-23 12:00:00,104,66.0,0.0,11.0,2.0
Anzaldo,2025-07-23 12:00:00,107,68.0,0.0,10.0,2.0
Anzaldo,2025-07-23 12:00:00,110,71.0,0.0,5.0,2.0
Anzaldo,2025-07-24 10:00:00,91,69.0,0.0,8.0,3.0
Anzaldo,2025-07-24 10:00:00,94,71.0,0.0,8.0,3.0
Anzaldo,2025-07-24 10:00:00,97,53.0,0.0,12.0,3.0
Anzaldo,2025-07-24 10:00:00,100,34.0,0.0,15.0,2.0
Anzaldo,2025-07-24 10:00:00,103,52.0,0.0,13.0,2.0
Anzaldo,2025-07-24 10:00:00,106,70.0,0.0,10.0,2.0
Anzaldo,2025-07-24 10:00:00,109,76.0,0.0,9.0,2.0
Anzaldo,2025-07-24 10:00:00,112,81.0,0.0,7.0,1.0
Anzaldo,2025-07-24 12:00:00,14,,,4.0,
Anzaldo,2025-07-24 12:00:00,62,,,6.0,
Anzaldo,2025-07-24 12:00:00,65,,,6.0,
Anzaldo,2025-07-24 12:00:00,74,,,23.0,
Anzaldo,2025-07-24 12:00:00,77,,,23.0,
Anzaldo,2025-07-24 12:00:00,89,,,6.0,
Anzaldo,2025-07-24 12:00:00,98,,,20.0,
Anzaldo,2025-07-24 12:00:00,101,,,20.0,
Anzaldo,2025-07-24 12:00:00,107,,,6.0,
Anzaldo,2025-07-24 12:00:00,110,,,6.0,
Apolo Chupiluzani,2025-07-21 06:00:00,2,82.0,0.0,18.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,5,63.0,0.0,21.0,2.0
Apolo Chupiluzani,2025-07-21 06:00:00,8,44.0,0.0,24.0,2.0
Apolo Chupiluzani,2025-07-21 06:00:00,11,62.0,0.0,24.0,2.0
Apolo Chupiluzani,2025-07-21 06:00:00,14,80.0,0.0,19.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,17,84.0,0.0,19.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,20,88.0,0.0,13.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,23,86.0,0.0,13.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,26,81.0,0.0,18.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,29,67.0,0.0,21.0,2.0
Apolo Chupiluzani,2025-07-21 06:00:00,32,54.0,0.0,26.0,2.0
Apolo Chupiluzani,2025-07-21 06:00:00,35,71.0,0.0,26.0,2.0
Apolo Chupiluzani,2025-07-21 06:00:00,38,89.0,0.0,22.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,41,89.0,0.0,20.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,44,90.0,2.0,14.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,47,86.0,1.6,14.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,50,82.0,0.8,19.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,53,74.0,1.6,22.0,2.0
Apolo Chupiluzani,2025-07-21 06:00:00,56,66.0,2.2,25.0,3.0
Apolo Chupiluzani,2025-07-21 06:00:00,59,77.0,1.0,25.0,2.0
Apolo Chupiluzani,2025-07-21 06:00:00,62,89.0,1.6,21.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,65,92.0,2.3,19.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,68,95.0,0.0,13.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,71,88.0,0.0,12.0,1.0
Apolo Chupiluzani,2025-07-21 06:00:00,74,83.0,0.0,15.0,1.0
