estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vientos
Anzaldo,2025-04-14 06:00:00,2,80.0,0.0,12.0,2.0
Anzaldo,2025-04-14 06:00:00,5,61.0,0.0,15.0,3.0
Anzaldo,2025-04-14 06:00:00,8,43.0,0.0,26.0,3.0
Anzaldo,2025-04-14 06:00:00,11,54.0,0.0,26.0,3.0
Anzaldo,2025-04-14 06:00:00,14,65.0,0.0,15.0,2.0
Anzaldo,2025-04-14 06:00:00,17,72.0,0.0,12.0,2.0
Anzaldo,2025-04-14 06:00:00,20,79.0,0.0,10.0,2.0
Anzaldo,2025-04-14 06:00:00,23,80.0,0.0,10.0,2.0
Anzaldo,2025-04-14 06:00:00,26,77.0,0.0,12.0,2.0
Anzaldo,2025-04-14 06:00:00,29,57.0,0.0,16.0,2.0
Anzaldo,2025-04-14 06:00:00,32,37.0,0.0,27.0,3.0
Anzaldo,2025-04-14 06:00:00,35,60.0,0.0,27.0,3.0
Anzaldo,2025-04-14 06:00:00,38,84.0,0.0,16.0,3.0
Anzaldo,2025-04-14 06:00:00,41,87.0,0.0,14.0,2.0
Anzaldo,2025-04-14 06:00:00,44,89.0,0.0,11.0,1.0
Anzaldo,2025-04-14 06:00:00,47,87.0,0.0,11.0,1.0
Anzaldo,2025-04-14 06:00:00,50,84.0,0.0,14.0,1.0
Anzaldo,2025-04-14 06:00:00,53,68.0,0.0,18.0,2.0
Anzaldo,2025-04-14 06:00:00,56,52.0,0.0,26.0,3.0
Anzaldo,2025-04-14 06:00:00,59,66.0,0.0,25.0,3.0
Anzaldo,2025-04-14 06:00:00,62,79.0,0.0,17.0,2.0
Anzaldo,2025-04-14 06:00:00,65,84.0,0.0,14.0,2.0
Anzaldo,2025-04-14 06:00:00,68,88.0,0.0,10.0,2.0
Anzaldo,2025-04-14 06:00:00,71,81.0,0.0,10.0,1.0
Anzaldo,2025-04-14 06:00:00,74,75.0,0.0,14.0,2.0
Anzaldo,2025-04-14 06:00:00,77,60.0,0.0,18.0,2.0
Anzaldo,2025-04-14 06:00:00,80,45.0,3.1,26.0,2.0
Anzaldo,2025-04-14 06:00:00,83,63.0,3.1,26.0,2.0
Anzaldo,2025-04-14 06:00:00,86,81.0,0.0,14.0,3.0
Anzaldo,2025-04-14 06:00:00,89,84.0,0.0,11.0,2.0
Anzaldo,2025-04-14 06:00:00,92,87.0,0.0,11.0,1.0
Anzaldo,2025-04-14 12:00:00,89,76.0,0.0,11.0,3.0
Anzaldo,2025-04-14 12:00:00,92,68.0,0.0,13.0,3.0
Anzaldo,2025-04-14 12:00:00,95,52.0,0.0,17.0,3.0
Anzaldo,2025-04-14 12:00:00,98,36.0,0.0,21.0,3.0
Anzaldo,2025-04-14 12:00:00,101,58.0,0.0,17.0,3.0
Anzaldo,2025-04-14 12:00:00,104,80.0,2.6,13.0,2.0
Anzaldo,2025-04-14 12:00:00,107,85.0,1.7,12.0,2.0
Anzaldo,2025-04-14 12:00:00,110,91.0,0.0,10.0,2.0
Anzaldo,2025-04-14 14:00:00,15,,,9.0,
Anzaldo,2025-04-14 14:00:00,24,,,24.0,
Anzaldo,2025-04-14 14:00:00,27,,,24.0,
Anzaldo,2025-04-14 14:00:00,36,,,10.0,
Anzaldo,2025-04-14 14:00:00,39,,,10.0,
Anzaldo,2025-04-14 14:00:00,42,,,13.0,
Anzaldo,2025-04-14 14:00:00,45,,,17.0,
Anzaldo,2025-04-14 14:00:00,48,,,25.0,
Anzaldo,2025-04-14 14:00:00,60,,,9.0,
Anzaldo,2025-04-14 14:00:00,63,,,9.0,
Anzaldo,2025-04-14 14:00:00,72,,,25.0,
Anzaldo,2025-04-14 14:00:00,75,,,25.0,
Anzaldo,2025-04-14 14:00:00,84,,,10.0,
Anzaldo,2025-04-14 14:00:00,87,,,10.0,
Anzaldo,2025-04-14 14:00:00,96,,,26.0,
Anzaldo,2025-04-14 14:00:00,99,,,25.0,
Anzaldo,2025-04-15 12:00:00,26,,0.9,,
Anzaldo,2025-04-15 12:00:00,29,,0.9,,
Anzaldo,2025-04-15 12:00:00,89,84.0,0.0,11.0,1.0
Anzaldo,2025-04-15 12:00:00,92,83.0,0.0,11.0,2.0
Anzaldo,2025-04-15 12:00:00,95,76.0,0.0,13.0,2.0
Anzaldo,2025-04-15 12:00:00,98,69.0,1.6,15.0,3.0
Anzaldo,2025-04-15 12:00:00,101,76.0,1.4,14.0,2.0
Anzaldo,2025-04-15 12:00:00,104,83.0,2.0,13.0,2.0
Anzaldo,2025-04-15 12:00:00,107,84.0,2.8,11.0,1.0
Anzaldo,2025-04-15 12:00:00,110,86.0,0.0,10.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,2,98.0,1.7,20.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,5,85.0,1.1,23.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,8,73.0,2.9,26.0,2.0
Apolo Chupiluzani,2025-04-14 06:00:00,11,84.0,1.4,26.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,14,96.0,0.0,23.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,17,97.0,0.0,22.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,20,98.0,0.0,17.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,23,96.0,0.0,17.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,26,94.0,0.0,21.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,29,79.0,0.0,23.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,32,65.0,0.0,27.0,2.0
Apolo Chupiluzani,2025-04-14 06:00:00,35,80.0,0.0,27.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,38,96.0,0.0,23.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,41,98.0,0.0,20.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,44,99.0,0.0,18.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,47,97.0,0.0,18.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,50,96.0,0.0,21.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,53,89.0,0.0,24.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,56,82.0,1.4,26.0,2.0
Apolo Chupiluzani,2025-04-14 06:00:00,59,89.0,1.0,26.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,62,96.0,0.0,22.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,65,97.0,0.0,20.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,68,98.0,0.0,17.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,71,97.0,0.0,17.0,1.0
Apolo Chupiluzani,2025-04-14 06:00:00,74,96.0,0.0,18.0,1.0
