estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vientos
Anzaldo,2025-03-03 00:00:00,2,90.0,0.9,11.0,2.0
Anzaldo,2025-03-03 00:00:00,5,83.0,1.9,11.0,1.0
Anzaldo,2025-03-03 00:00:00,8,80.0,1.3,13.0,1.0
Anzaldo,2025-03-03 00:00:00,11,78.0,1.1,16.0,1.0
Anzaldo,2025-03-03 00:00:00,14,77.0,1.0,19.0,1.0
Anzaldo,2025-03-03 00:00:00,17,82.0,1.3,19.0,1.0
Anzaldo,2025-03-03 00:00:00,20,87.0,0.0,16.0,2.0
Anzaldo,2025-03-03 00:00:00,23,87.0,0.0,14.0,2.0
Anzaldo,2025-03-03 00:00:00,26,87.0,2.1,11.0,2.0
Anzaldo,2025-03-03 00:00:00,29,88.0,0.0,11.0,1.0
Anzaldo,2025-03-03 00:00:00,32,85.0,0.0,13.0,2.0
Anzaldo,2025-03-03 00:00:00,35,83.0,0.0,15.0,3.0
Anzaldo,2025-03-03 00:00:00,38,81.0,3.2,19.0,5.0
Anzaldo,2025-03-03 00:00:00,41,88.0,3.0,19.0,4.0
Anzaldo,2025-03-03 00:00:00,44,95.0,3.7,15.0,2.0
Anzaldo,2025-03-03 00:00:00,47,94.0,3.6,13.0,2.0
Anzaldo,2025-03-03 00:00:00,50,94.0,0.0,10.0,1.0
Anzaldo,2025-03-03 00:00:00,53,91.0,0.0,10.0,2.0
Anzaldo,2025-03-03 00:00:00,56,89.0,0.0,13.0,2.0
Anzaldo,2025-03-03 00:00:00,59,80.0,0.0,16.0,2.0
Anzaldo,2025-03-03 00:00:00,62,71.0,0.0,20.0,2.0
Anzaldo,2025-03-03 00:00:00,65,80.0,0.0,20.0,2.0
Anzaldo,2025-03-03 00:00:00,68,89.0,1.1,15.0,1.0
Anzaldo,2025-03-03 00:00:00,71,89.0,1.3,13.0,1.0
Anzaldo,2025-03-03 00:00:00,74,88.0,1.4,11.0,1.0
Anzaldo,2025-03-03 00:00:00,77,89.0,1.3,11.0,1.0
Anzaldo,2025-03-03 00:00:00,80,85.0,1.2,12.0,1.0
Anzaldo,2025-03-03 00:00:00,83,79.0,0.9,13.0,1.0
Anzaldo,2025-03-03 00:00:00,86,73.0,1.7,18.0,1.0
Anzaldo,2025-03-03 00:00:00,89,80.0,1.4,18.0,2.0
Anzaldo,2025-03-03 00:00:00,92,87.0,0.0,11.0,2.0
Anzaldo,2025-03-03 00:00:00,95,88.0,0.0,11.0,2.0
Anzaldo,2025-03-03 00:00:00,98,90.0,0.0,11.0,1.0
Anzaldo,2025-03-03 12:00:00,14,,2.0,,
Anzaldo,2025-03-03 12:00:00,17,,2.3,,
Anzaldo,2025-03-03 12:00:00,20,,3.5,,
Anzaldo,2025-03-03 12:00:00,23,,3.1,,
Anzaldo,2025-03-03 12:00:00,26,,0.9,,
Anzaldo,2025-03-03 12:00:00,29,,1.8,,
Anzaldo,2025-03-03 12:00:00,80,,,12.0,
Anzaldo,2025-03-03 12:00:00,86,,3.9,10.0,
Anzaldo,2025-03-03 12:00:00,89,94.0,3.1,10.0,2.0
Anzaldo,2025-03-03 12:00:00,92,95.0,1.7,12.0,2.0
Anzaldo,2025-03-03 12:00:00,95,80.0,2.7,13.0,2.0
Anzaldo,2025-03-03 12:00:00,98,66.0,1.1,16.0,1.0
Anzaldo,2025-03-03 12:00:00,101,75.0,1.5,16.0,2.0
Anzaldo,2025-03-03 12:00:00,104,84.0,1.7,11.0,2.0
Anzaldo,2025-03-03 12:00:00,107,89.0,4.4,11.0,2.0
Anzaldo,2025-03-03 12:00:00,110,93.0,3.9,10.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,2,99.0,1.3,17.0,0.0
Apolo Chupiluzani,2025-03-03 00:00:00,5,98.0,2.1,17.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,8,97.0,1.3,21.0,0.0
Apolo Chupiluzani,2025-03-03 00:00:00,11,97.0,2.6,25.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,14,96.0,0.8,26.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,17,97.0,0.9,25.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,20,98.0,0.0,23.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,23,98.0,0.0,20.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,26,98.0,0.0,15.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,29,97.0,0.0,16.0,0.0
Apolo Chupiluzani,2025-03-03 00:00:00,32,96.0,0.0,20.0,0.0
Apolo Chupiluzani,2025-03-03 00:00:00,35,94.0,0.0,23.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,38,92.0,4.1,27.0,2.0
Apolo Chupiluzani,2025-03-03 00:00:00,41,96.0,4.3,27.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,44,99.0,4.3,22.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,47,99.0,4.5,21.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,50,99.0,1.9,16.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,53,99.0,2.5,16.0,0.0
Apolo Chupiluzani,2025-03-03 00:00:00,56,99.0,1.0,19.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,59,95.0,2.1,22.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,62,91.0,2.5,26.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,65,95.0,2.2,26.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,68,98.0,0.8,22.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,71,98.0,2.4,21.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,74,98.0,0.0,17.0,1.0
Apolo Chupiluzani,2025-03-03 00:00:00,77,97.0,0.0,17.0,0.0
Apolo Chupiluzani,2025-03-03 00:00:00,80,97.0,0.0,17.0,0.0
